0x000	0x001	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
0x001	0x002	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1
0x002	0x000	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x003	0x004	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1
0x004	0x005	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1
0x005	0x006	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0
0x006	0x007	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
0x007	0x008	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1
0x008	0x009	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
0x009	0x00A	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0
0x00A	0x00B	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
0x00B	0x00C	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1
0x00C	0x00D	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
0x00D	0x00E	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0
0x00E	0x012	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
0x010	0x011	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
0x011	0x000	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x012	0x013	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1
0x013	0x014	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
0x014	0x015	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0
0x015	0x016	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
0x016	0x017	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1
0x017	0x024	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
0x020	0x021	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
0x021	0x022	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x022	0x023	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
0x023	0x000	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x024	0x025	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
0x025	0x026	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x026	0x027	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
0x027	0x028	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x028	0x029	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
0x029	0x02A	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x02A	0x02B	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
0x02B	0x032	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x030	0x031	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
0x031	0x000	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
0x032	0x033	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
